stimulus_id,stimulus_label,artist,title,idyom_composition_index,hcorp_sequence_number,hcorp_record_id,mcgill_billboard_id
728,id=728_genre=popular_c-id=311_e-id=49_ic_category_1,Kenny Rogers,I Don't Need You,311,312,hcorp:popular_1:0312,494
729,id=729_genre=popular_c-id=465_e-id=82_ic_category_1,The Righteous Brothers,Soul And Inspiration,465,466,hcorp:popular_1:0466,785
730,id=730_genre=popular_c-id=333_e-id=29_ic_category_1,Billy Preston,With You I'm Born Again,333,334,hcorp:popular_1:0334,540
731,id=731_genre=popular_c-id=289_e-id=66_ic_category_1,The Drifters,On Broadway,289,290,hcorp:popular_1:0290,461
732,id=732_genre=popular_c-id=503_e-id=60_ic_category_1,Cher,If I Could Turn Back Time,503,504,hcorp:popular_1:0504,843
733,id=733_genre=popular_c-id=189_e-id=44_ic_category_1,The Police,Every Little Thing She Does Is Magic,189,190,hcorp:popular_1:0190,293
734,id=734_genre=popular_c-id=204_e-id=113_ic_category_1,Redbone,Come And Get Your Love,204,205,hcorp:popular_1:0205,315
735,id=735_genre=popular_c-id=663_e-id=10_ic_category_1,Dion,"Abraham, Martin And John",663,664,hcorp:popular_1:0664,1146
736,id=736_genre=popular_c-id=570_e-id=156_ic_category_1,Bananarama,Venus,570,571,hcorp:popular_1:0571,981
737,id=737_genre=popular_c-id=72_e-id=26_ic_category_1,Eric Clapton,Let It Rain,72,73,hcorp:popular_1:0073,116
738,id=738_genre=popular_c-id=66_e-id=54_ic_category_1,Lynyrd Skynyrd,Sweet Home Alabama,66,67,hcorp:popular_1:0067,107
739,id=739_genre=popular_c-id=197_e-id=21_ic_category_1,Village People,In The Navy,197,198,hcorp:popular_1:0198,306
740,id=740_genre=popular_c-id=52_e-id=97_ic_category_1,David Bowie,Space Oddity,52,53,hcorp:popular_1:0053,86
741,id=741_genre=popular_c-id=589_e-id=107_ic_category_1,Prince & Sheena Easton,The Arms Of Orion,589,590,hcorp:popular_1:0590,1019
742,id=742_genre=popular_c-id=24_e-id=68_ic_category_1,Phil Collins,Two Hearts,24,25,hcorp:popular_1:0025,43
743,id=743_genre=popular_c-id=381_e-id=95_ic_category_1,Marvin Gaye & Tammy Terrell,If I Could Build My Whole World Around You,381,382,hcorp:popular_1:0382,619
744,id=744_genre=popular_c-id=308_e-id=78_ic_category_1,Hall and Oates,Rich Girl,308,309,hcorp:popular_1:0309,485
745,id=745_genre=popular_c-id=427_e-id=43_ic_category_1,Chicago,Does Anybody Really Know What Time It Is,427,428,hcorp:popular_1:0428,700
746,id=746_genre=popular_c-id=296_e-id=54_ic_category_1,Kenny Rogers,Sweet Music Man,296,297,hcorp:popular_1:0297,472
747,id=747_genre=popular_c-id=510_e-id=159_ic_category_1,Hi-Five,I Like The Way (The Kissing Game),510,511,hcorp:popular_1:0511,856
748,id=748_genre=popular_c-id=603_e-id=46_ic_category_1,Duran Duran,Is There Something I Should Know,603,604,hcorp:popular_1:0604,1043
749,id=749_genre=popular_c-id=227_e-id=28_ic_category_1,Elton John,Philadelphia Freedom,227,228,hcorp:popular_1:0228,354
750,id=750_genre=popular_c-id=27_e-id=58_ic_category_1,Barbara Streisand,People,27,28,hcorp:popular_1:0028,49
751,id=751_genre=popular_c-id=96_e-id=87_ic_category_1,Level 42,Something About You,96,97,hcorp:popular_1:0097,158
752,id=752_genre=popular_c-id=307_e-id=18_ic_category_1,Brenda Lee,Heart in Hand,307,308,hcorp:popular_1:0308,484
753,id=753_genre=popular_c-id=513_e-id=33_ic_category_1,Judas Priest,You've Got Another Thing Comin',513,514,hcorp:popular_1:0514,861
754,id=754_genre=popular_c-id=277_e-id=31_ic_category_1,The 5th Dimension,If I Could Reach You,277,278,hcorp:popular_1:0278,433
755,id=755_genre=popular_c-id=144_e-id=50_ic_category_1,Glen Campbell,Galveston,144,145,hcorp:popular_1:0145,224
756,id=756_genre=popular_c-id=111_e-id=143_ic_category_1,Pet Shop Boys,Always on My Mind,111,112,hcorp:popular_1:0112,184
757,id=757_genre=popular_c-id=202_e-id=32_ic_category_1,Anne Murray,Daydream Believer,202,203,hcorp:popular_1:0203,312
758,id=758_genre=popular_c-id=351_e-id=9_ic_category_1,Gary U.S. Bonds,Quarter To Three,351,352,hcorp:popular_1:0352,571
759,id=759_genre=popular_c-id=594_e-id=109_ic_category_1,Tina Turner,We Don t Need Another Hero (Thunderdome),594,595,hcorp:popular_1:0595,1031
760,id=760_genre=popular_c-id=345_e-id=94_ic_category_1,Simon & Garfunkel,Cecilia,345,346,hcorp:popular_1:0346,560
761,id=761_genre=popular_c-id=173_e-id=56_ic_category_1,The 5th Dimension,(Last Night) I Didn't Get To Sleep At All,173,174,hcorp:popular_1:0174,265
762,id=762_genre=popular_c-id=57_e-id=74_ic_category_1,Rolling Stones,Wild Horses,57,58,hcorp:popular_1:0058,94
763,id=763_genre=popular_c-id=583_e-id=76_ic_category_1,Dr. Hook,The Millionaire,583,584,hcorp:popular_1:0584,1009
764,id=764_genre=popular_c-id=669_e-id=126_ic_category_1,Jackson Browne,Running On Empty,669,670,hcorp:popular_1:0670,1155
765,id=765_genre=popular_c-id=422_e-id=31_ic_category_1,The Neville Brothers,Tell It Like It Is,422,423,hcorp:popular_1:0423,691
766,id=766_genre=popular_c-id=224_e-id=75_ic_category_1,Bachman-Turner Overdrive,Roll On Down The Highway,224,225,hcorp:popular_1:0225,351
767,id=767_genre=popular_c-id=442_e-id=29_ic_category_1,Psychedelic Furs,Pretty In Pink,442,443,hcorp:popular_1:0443,729
768,id=768_genre=popular_c-id=415_e-id=5_ic_category_1,Otis Redding,Chained And Bound,415,416,hcorp:popular_1:0416,678
769,id=769_genre=popular_c-id=177_e-id=6_ic_category_1,The Beach Boys,In My Room,177,178,hcorp:popular_1:0178,270
770,id=770_genre=popular_c-id=136_e-id=42_ic_category_1,Heart,Magic Man,136,137,hcorp:popular_1:0137,215
771,id=771_genre=popular_c-id=294_e-id=79_ic_category_1,The Temptations,Ain't Too Proud To Beg,294,295,hcorp:popular_1:0295,468
772,id=772_genre=popular_c-id=484_e-id=45_ic_category_1,Jermaine Jackson,Let's Get Serious,484,485,hcorp:popular_1:0485,811
773,id=773_genre=popular_c-id=378_e-id=79_ic_category_1,Mrs. Robinson,Simon & Garfunkel,378,379,hcorp:popular_1:0379,616
774,id=774_genre=popular_c-id=274_e-id=63_ic_category_1,Ocean,Put Your Hand In The Hand,274,275,hcorp:popular_1:0275,429
775,id=775_genre=popular_c-id=317_e-id=29_ic_category_1,Commodores,Still,317,318,hcorp:popular_1:0318,507
776,id=776_genre=popular_c-id=573_e-id=49_ic_category_1,The Jacksons,Dancing Machine,573,574,hcorp:popular_1:0574,985
777,id=777_genre=popular_c-id=475_e-id=247_ic_category_1,Teddy Pendergrass,I Don't Love You Anymore,475,476,hcorp:popular_1:0476,797
778,id=778_genre=popular_c-id=276_e-id=68_ic_category_1,The Osmonds,One Bad Apple,276,277,hcorp:popular_1:0277,432
779,id=779_genre=popular_c-id=169_e-id=37_ic_category_1,Patrick Hernandez,Born To Be Alive,169,170,hcorp:popular_1:0170,259
780,id=780_genre=popular_c-id=273_e-id=32_ic_category_1,The Beach Boys,Bluebirds Over The Mountain,273,274,hcorp:popular_1:0274,427
781,id=781_genre=popular_c-id=350_e-id=34_ic_category_1,Dave Dudley,Six Days On The Road,350,351,hcorp:popular_1:0351,570
782,id=782_genre=popular_c-id=198_e-id=66_ic_category_1,Smokey Robinson,Cruisin',198,199,hcorp:popular_1:0199,307
783,id=783_genre=popular_c-id=75_e-id=119_ic_category_1,Freddie Jackson,Have You Ever Loved Somebody,75,76,hcorp:popular_1:0076,122
784,id=784_genre=popular_c-id=29_e-id=38_ic_category_1,Cliff Richard,Carrie,29,30,hcorp:popular_1:0030,51
785,id=785_genre=popular_c-id=450_e-id=47_ic_category_1,Louis Prima & Keely Smith,That Old Black Magic,450,451,hcorp:popular_1:0451,746
786,id=786_genre=popular_c-id=632_e-id=40_ic_category_1,Heart,Who Will You Run To,632,633,hcorp:popular_1:0633,1089
787,id=787_genre=popular_c-id=282_e-id=42_ic_category_1,Chicago,Old Days,282,283,hcorp:popular_1:0283,445
788,id=788_genre=popular_c-id=494_e-id=36_ic_category_1,Biz Markie,Just A Friend,494,495,hcorp:popular_1:0495,827
789,id=789_genre=popular_c-id=539_e-id=17_ic_category_1,The Ritchie Family,The Best Disco In Town,539,540,hcorp:popular_1:0540,925
790,id=790_genre=popular_c-id=325_e-id=252_ic_category_1,Tina Turner,Private Dancer,325,326,hcorp:popular_1:0326,524
791,id=791_genre=popular_c-id=509_e-id=18_ic_category_1,The Beatles,I Saw Her Standing There,509,510,hcorp:popular_1:0510,853
792,id=792_genre=popular_c-id=574_e-id=92_ic_category_1,Leo Sayer,You Make Me Feel Like Dancing,574,575,hcorp:popular_1:0575,986
793,id=793_genre=popular_c-id=38_e-id=57_ic_category_1,The Contours,Do You Love Me,38,39,hcorp:popular_1:0039,66
794,id=794_genre=popular_c-id=354_e-id=24_ic_category_1,Canned Heat,Let's work Together,354,355,hcorp:popular_1:0355,577
795,id=795_genre=popular_c-id=192_e-id=82_ic_category_1,Bobby Womack,That's the Way I Feel About Cha,192,193,hcorp:popular_1:0193,297
796,id=796_genre=popular_c-id=216_e-id=113_ic_category_1,Kenny Rogers,Through The Years,216,217,hcorp:popular_1:0217,338
797,id=797_genre=popular_c-id=628_e-id=78_ic_category_1,Alabama,Take Me Down,628,629,hcorp:popular_1:0629,1082
798,id=798_genre=popular_c-id=517_e-id=11_ic_category_1,Elvis Presley,She Thinks I Still Care,517,518,hcorp:popular_1:0518,875
799,id=799_genre=popular_c-id=10_e-id=40_ic_category_1,The 5th Dimension,Never My Love,10,11,hcorp:popular_1:0011,22
800,id=800_genre=popular_c-id=332_e-id=40_ic_category_1,Cheap Trick,Stop This Game,332,333,hcorp:popular_1:0333,539
801,id=801_genre=popular_c-id=420_e-id=36_ic_category_1,Jan & Dean,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",420,421,hcorp:popular_1:0421,689
802,id=802_genre=popular_c-id=260_e-id=12_ic_category_1,The Crystals,He's A Rebel,260,261,hcorp:popular_1:0261,404
803,id=803_genre=popular_c-id=269_e-id=119_ic_category_1,George Harrison,Blow Away,269,270,hcorp:popular_1:0270,419
804,id=804_genre=popular_c-id=137_e-id=91_ic_category_1,Isaac Hayes,Do your thing,137,138,hcorp:popular_1:0138,216
805,id=805_genre=popular_c-id=92_e-id=23_ic_category_1,The Everly Brothers,Walk Right Back,92,93,hcorp:popular_1:0093,153
806,id=806_genre=popular_c-id=535_e-id=23_ic_category_1,Dr. Hook,If Not You,535,536,hcorp:popular_1:0536,914
807,id=807_genre=popular_c-id=246_e-id=24_ic_category_1,Wilson Phillips,Hold On,246,247,hcorp:popular_1:0247,385
808,id=808_genre=popular_c-id=725_e-id=69_ic_category_1,Kaoma,Lambada,725,726,hcorp:popular_1:0726,1270
809,id=809_genre=popular_c-id=155_e-id=90_ic_category_1,Bing Crosby,White Christmas,155,156,hcorp:popular_1:0156,241
810,id=810_genre=popular_c-id=159_e-id=66_ic_category_1,Glen Campbell,Rhinestone Cowboy,159,160,hcorp:popular_1:0160,246
811,id=811_genre=popular_c-id=498_e-id=96_ic_category_1,Oliver,Good Morning Starshine,498,499,hcorp:popular_1:0499,834
812,id=812_genre=popular_c-id=131_e-id=62_ic_category_1,The Eagles,Already Gone,131,132,hcorp:popular_1:0132,209
813,id=813_genre=popular_c-id=40_e-id=83_ic_category_1,Gino Vannelli,Black Cars,40,41,hcorp:popular_1:0041,68
814,id=814_genre=popular_c-id=305_e-id=21_ic_category_1,"Evelyn ""Champagne"" King",I'm In Love,305,306,hcorp:popular_1:0306,482
815,id=815_genre=popular_c-id=717_e-id=120_ic_category_1,Genesis,Abacab,717,718,hcorp:popular_1:0718,1256
816,id=816_genre=popular_c-id=635_e-id=13_ic_category_1,Dion,(I was) Born To Cry,635,636,hcorp:popular_1:0636,1101
817,id=817_genre=popular_c-id=356_e-id=61_ic_category_1,The Yardbirds,Heart Full of Soul,356,357,hcorp:popular_1:0357,579
818,id=818_genre=popular_c-id=21_e-id=65_ic_category_1,Rolling Stones,It's Only Rock and Roll (But I Like It),21,22,hcorp:popular_1:0022,39
819,id=819_genre=popular_c-id=430_e-id=211_ic_category_1,Jethro Tull,Living In The Past,430,431,hcorp:popular_1:0431,706
820,id=820_genre=popular_c-id=62_e-id=11_ic_category_1,Ray Price,For The Good Times,62,63,hcorp:popular_1:0063,102
